description,avg_gross_charge,description_clean
REM FOR BODY-SUBCUTANEOUS,665.75,rem for body-subcutaneous
REMDESIVIR 5 MG/ML VIAL,1428.75,remdesivir 5 mg/ml vial
REMIFENTANIL 1 MG SOLR,333.0,remifentanil 1 mg solr
REMOVAL DEEP PIN,1574.25,removal deep pin
REMOVAL EXTERNAL FIXATION,372.5,removal external fixation
"REMOVAL FB EAC, LOCAL",173.25,"removal fb eac, local"
REMOVAL FB EAR,210.25,removal fb ear
"REMOVAL FOREIGH BODY, EXT",99.5,"removal foreigh body, ext"
"REMOVAL FOREIGN BODY, SIM",385.5,"removal foreign body, sim"
REMOVAL HIP BONE LESION,1131.75,removal hip bone lesion
REMOVAL IMPACTED CERUMEN,102.5,removal impacted cerumen
REMOVAL NEXPLANON,471.25,removal nexplanon
REMOVAL OF EMBEDDED FOREI,540.5,removal of embedded forei
REMOVAL OF IUD,265.0,removal of iud
REMOVAL OF SKIN TAG 1-15,193.75,removal of skin tag 1-15
REMOVAL SKIN TAGS EA ADD',41.25,removal skin tags ea add'
REMOVAL SUPERFICIAL PIN,954.1666666666666,removal superficial pin
RENAL ANGIOGRAM,3486.0,renal angiogram
RENAL FUNCTION PANEL,180.0,renal function panel
RENOGRAFIN 30-50CC,87.75,renografin 30-50cc
REP NONUN/MALUN RADIUS/UL,1723.0,rep nonun/malun radius/ul
REPAGLINIDE 1 MG TAB,53.5,repaglinide 1 mg tab
REPAIR ACHILLES TENDON RU,1382.625,repair achilles tendon ru
REPAIR BICEP/TRICEP TENDO,1335.5,repair bicep/tricep tendo
REPAIR COMPLEX SCALP EXT,482.3125,repair complex scalp ext
REPAIR EXT TNDON/MUSCEL F,787.5,repair ext tndon/muscel f
"REPAIR FLEXOR TENDON, LEG",794.0,"repair flexor tendon, leg"
REPAIR INTERMEDIATE SCALP,181.75,repair intermediate scalp
REPAIR LATERAL COLLATERAL,1294.125,repair lateral collateral
REPAIR OF METATARSAL,1184.625,repair of metatarsal
REPAIR OF NAILBED,69.5,repair of nailbed
REPAIR PRIM TORN LIGAMENT,3499.5,repair prim torn ligament
REPAIR ROTATOR CUFF TEAR,2106.5833333333335,repair rotator cuff tear
"REPAIR SIMP FACE,EARS 2.6",253.0,"repair simp face,ears 2.6"
REPAIR TENDON/MUSCLE UPPE,1450.75,repair tendon/muscle uppe
"REPR COMP NECK,HD,FT,FACE",867.25,"repr comp neck,hd,ft,face"
RESECTION LONG BICEP TEND,1582.125,resection long bicep tend
"RESERVOIR, JP 100CC",13.92,"reservoir, jp 100cc"
RESIPIRATORY SVS OTHER PR,85.5,resipiratory svs other pr
RESOLUTION CLIP 360 ULTRA,751.1,resolution clip 360 ultra
RESP PR EDUCATION SELF MA,208.75,resp pr education self ma
RESP SVNCYTIAL (RSV),219.25,resp svncytial (rsv)
RESP. PARAMETERS (FVC),118.25,resp. parameters (fvc)
RESPIRATORY PATHOGEN PANE,573.0,respiratory pathogen pane
RESPIRATORY PR EDUCATION,105.5,respiratory pr education
RESPIRATORY SVS OTHER PR-,236.5,respiratory svs other pr-
RESPIRATORY SVS PR - 6 MI,440.75,respiratory svs pr - 6 mi
RESPIRATORY SVS STRENGTH,79.75,respiratory svs strength
RESUSCITATOR FIRST RESPON,30.029999999999998,resuscitator first respon
"RESUSCITATOR, T PIECE WIT",57.849999999999994,"resuscitator, t piece wit"
RETICULOCYTE COUNT,80.25,reticulocyte count
RETRACTOR LONESTAR,132.54,retractor lonestar
"RETRACTOR WOUND, ALEXIS",185.0,"retractor wound, alexis"
RETRIEVER MICRO LASSO,225.0,retriever micro lasso
RETROFUSION IMPLANT,2112.2,retrofusion implant
RETROFUSION INSTRUMENT KI,1300.5,retrofusion instrument ki
RETROGRADE PYLEOGRAM-MAX,898.5,retrograde pyleogram-max
RETROPERITONEAL LIMITED,682.0,retroperitoneal limited
RETROPERITONEAL-COMPLETE,855.75,retroperitoneal-complete
REVEFENACIN 175 MCG/3 ML NEBU,19.75,revefenacin 175 mcg/3 ml nebu
"REVISION OF KNEE JOINT, M",1823.375,"revision of knee joint, m"
REVISION TKR ALL COMPONEN,1601.75,revision tkr all componen
REVISION TKR ONE COMP ASS,815.0,revision tkr one comp ass
"REVISION TKR, ONE COMPONE",3122.5,"revision tkr, one compone"
RHINOCORT INHALER,110.6,rhinocort inhaler
RHO(D) IMMUNE GLOBULIN,564.75,rho(d) immune globulin
RIBS BILATERAL INCL PA CH,563.75,ribs bilateral incl pa ch
RIBS UNILATERAL 2 VIEW (L,380.25,ribs unilateral 2 view (l
RIBS UNILATERAL INCL PA C,459.0,ribs unilateral incl pa c
"RIBS, BILATERAL 3 VIEWS",127.75,"ribs, bilateral 3 views"
"RIBS, UNILATERAL 2 VIEW",107.5,"ribs, unilateral 2 view"
"RIBS, UNILATERAL 2 VIEWS",107.5,"ribs, unilateral 2 views"
RIFAMPIN 150 MG CAP,15.5,rifampin 150 mg cap
RIOCIGUAT 2.5 MG TAB,2.0,riociguat 2.5 mg tab
RISEDRONATE 150 MG TAB,409.25,risedronate 150 mg tab
RISEDRONATE 35 MG TAB,13.0,risedronate 35 mg tab
RITONAVIR 100 MG CAP,66.0,ritonavir 100 mg cap
RIVAROXABAN 10 MG TAB,91.25,rivaroxaban 10 mg tab
RIVAROXABAN 15 MG TAB,91.25,rivaroxaban 15 mg tab
RIVAROXABAN 2.5 MG TAB,58.25,rivaroxaban 2.5 mg tab
RIVAROXABAN 20 MG TAB,91.25,rivaroxaban 20 mg tab
RIVASTIGMINE 1.5 MG CAP,9.25,rivastigmine 1.5 mg cap
RIVASTIGMINE 13.3 MG/24 HOUR PT24,91.25,rivastigmine 13.3 mg/24 hour pt24
RIVASTIGMINE 3 MG CAP,8.0,rivastigmine 3 mg cap
RIVASTIGMINE 4.5 MG CAP,8.0,rivastigmine 4.5 mg cap
RIVASTIGMINE 4.6 MG/24 HR PT24,12.5,rivastigmine 4.6 mg/24 hr pt24
RIVASTIGMINE 6 MG CAP,8.0,rivastigmine 6 mg cap
RIVASTIGMINE 9.5 MG/24 HR PT24,12.5,rivastigmine 9.5 mg/24 hr pt24
RIZATRIPTAN 10 MG TAB,8.75,rizatriptan 10 mg tab
RIZATRIPTAN 10 MG TBDI,54.25,rizatriptan 10 mg tbdi
RIZATRIPTAN 5 MG TBDI,16.25,rizatriptan 5 mg tbdi
ROBAXIN 1GM/10ML INJ,376.1,robaxin 1gm/10ml inj
ROCEPHIN 250 MG,39.25,rocephin 250 mg
ROCURONIUM 10 MG/ML SOLN,38.0,rocuronium 10 mg/ml soln
ROFLUMILAST 500 MCG TAB,8.25,roflumilast 500 mcg tab
ROMIDEPSIN 10 MG/2 ML SOLR,4830.0,romidepsin 10 mg/2 ml solr
ROMIPLOSTIM 250 MCG SOLR,4243.5,romiplostim 250 mcg solr
ROMOSOZUMAB-AQQG 210MG/2.34ML ( 105MG/1.17MLX2) SYRG,2075.25,romosozumab-aqqg 210mg/2.34ml ( 105mg/1.17mlx2) syrg
RONDEC ORAL DROPS 30 ML,43.9,rondec oral drops 30 ml
ROOM HUMIDIFIER SET-UP,254.75,room humidifier set-up
ROOM MED SURG SEMI PRIVAT,1829.0,room med surg semi privat
ROOM MONITORED OB,2430.0,room monitored ob
ROOM MONITORED SEMI PRIVA,2430.0,room monitored semi priva
ROOM OB SEMI PRIVATE,1829.0,room ob semi private
ROOM PEDIATRIC MONITORED,2430.0,room pediatric monitored
ROOM PEDIATRIC SEMI PRIVA,1829.0,room pediatric semi priva
ROOM SERVICE ICF HIGH,949.0,room service icf high
ROOM SERVICE ICF LOW,486.0,room service icf low
ROOM SERVICE ICF MEDIUM,730.0,room service icf medium
ROOM SWING ISOLATION MED,2139.0,room swing isolation med
ROOM SWING MED NECESSARY,1625.0,room swing med necessary
ROPIVACAINE (PF) 0.2% - PCEA 0.2 % (2 MG/ML) SOLN,304.125,ropivacaine (pf) 0.2% - pcea 0.2 % (2 mg/ml) soln
ROPIVACAINE (PF) 0.2% 0.2% (2 MG/ML) VIAL,60.0,ropivacaine (pf) 0.2% 0.2% (2 mg/ml) vial
ROPIVACAINE (PF) 0.5% 0.5 % (5 MG/ML) SOLN,260.75,ropivacaine (pf) 0.5% 0.5 % (5 mg/ml) soln
ROPIVACAINE (PF) 0.5% 0.5 % (5 MG/ML) VIAL,38.5,ropivacaine (pf) 0.5% 0.5 % (5 mg/ml) vial
ROPIVACAINE (PF) 1% 1% (10 MG/ML) VIAL,79.25,ropivacaine (pf) 1% 1% (10 mg/ml) vial
ROSIDAL K,54.75,rosidal k
ROSIGLITAZONE 2 MG TAB,27.25,rosiglitazone 2 mg tab
ROSIGLITAZONE 4 MG TAB,37.0,rosiglitazone 4 mg tab
ROSIGLITAZONE-METFORMIN 2-500 MG TAB,24.75,rosiglitazone-metformin 2-500 mg tab
ROSUVASTATIN 10 MG TAB,13.75,rosuvastatin 10 mg tab
ROTIGOTINE 1 MG/24 HOUR PT24,101.0,rotigotine 1 mg/24 hour pt24
ROTIGOTINE 6 MG/24 HOUR PT24,138.75,rotigotine 6 mg/24 hour pt24
"ROUND BAR, 3.2MM, RESTOCK",118.25,"round bar, 3.2mm, restock"
RUBEOLA ANTIBODIES,133.75,rubeola antibodies
RiTUXimab 100MG/10ML CONC,2653.5,rituximab 100mg/10ml conc
RiTUXimab 500MG/50ML CONC,6787.5,rituximab 500mg/50ml conc
RiTUXimab-ABBS 100MG/10ML CONC,2022.25,rituximab-abbs 100mg/10ml conc
RiTUXimab-ABBS 500MG/50ML CONC,4268.0,rituximab-abbs 500mg/50ml conc
RiTUXimab-HYALURONIDASEHUMAN 1400 MG/11.7 ML (120 MG/ML) SOLN,8854.25,rituximab-hyaluronidasehuman 1400 mg/11.7 ml (120 mg/ml) soln
RifAXIMin 200 MG TAB,74.5,rifaximin 200 mg tab
RifAXIMin 550 MG TAB,217.5,rifaximin 550 mg tab
RisperiDONE 0.25 MG TAB,2.0,risperidone 0.25 mg tab
RisperiDONE 1 MG TAB,2.0,risperidone 1 mg tab
S-CURVE URETHRAL DILATOR,879.6,s-curve urethral dilator
"S-CURVE URETHRAL DILATOR,",151.44,"s-curve urethral dilator,"
SACCHAROMYCES BOULARDII 250 MG CAP,9.25,saccharomyces boulardii 250 mg cap
SACCHAROMYCES BOULARDII 250 MG PWPK,11.0,saccharomyces boulardii 250 mg pwpk
SACROILIAC JOINTS,389.5,sacroiliac joints
SACROILIAC JOINTS 2 VIEWS,366.5,sacroiliac joints 2 views
SACRUM/COCCYX,355.5,sacrum/coccyx
SACUBITRIL-VALSARTAN 24-26 MG TAB,67.5,sacubitril-valsartan 24-26 mg tab
SACUBITRIL-VALSARTAN 49-51 MG TAB,67.5,sacubitril-valsartan 49-51 mg tab
SACUBITRIL-VALSARTAN 97-103 MG TAB,67.5,sacubitril-valsartan 97-103 mg tab
SAFETY J GUIDE,97.75,safety j guide
SALEM SUMP TUBE,61.13000000000001,salem sump tube
SALICYLATE,312.0,salicylate
SALINE NASAL SPRAY 0.65 % SPRA,12.5,saline nasal spray 0.65 % spra
SALIVA STIMULANT AGENTS COMB.3  SPRY,23.5,saliva stimulant agents comb.3 spry
SALMETEROL 50 MCG/DOSE DSDV,490.25,salmeterol 50 mcg/dose dsdv
SALSALATE 500 MG TAB,4.25,salsalate 500 mg tab
SARA ANN SPEECH SVC PER 1,15.0,sara ann speech svc per 1
SARA ANN SPEECH TRAVEL TI,10.0,sara ann speech travel ti
"SAVARY WIRE GUIDE, 200CM",346.5,"savary wire guide, 200cm"
SAW BLADE MEDIUM,202.4,saw blade medium
SAW BLADE SMALL,86.42,saw blade small
"SAW BLADE, 1"", 100X25X1.2",178.6,"saw blade, 1"", 100x25x1.2"
"SAW BLADE, 3/4"", 90X18X1.",189.55,"saw blade, 3/4"", 90x18x1."
"SAW BLADE, 431S 90X13X1.2",299.7,"saw blade, 431s 90x13x1.2"
"SAW BLADE, 70X12.5X.039 R",79.25,"saw blade, 70x12.5x.039 r"
"SAW BLADE, 90X13X1.27 SAG",187.33,"saw blade, 90x13x1.27 sag"
"SAW BLADE, RECIP, 90X12.2",174.53,"saw blade, recip, 90x12.2"
"SAW BLADE, SAGITTAL 25X5.",92.5,"saw blade, sagittal 25x5."
SAW BLADES LARGE RECIP,330.75,saw blades large recip
"SAW BLADES LARGE, 170S 27",253.08000000000004,"saw blades large, 170s 27"
"SAW BLADES, 90MMX12MMX21.",346.5,"saw blades, 90mmx12mmx21."
SAW PALMETTO 160 MG CAP,2.25,saw palmetto 160 mg cap
SAXAGLIPTIN 5 MG TAB,91.5,saxagliptin 5 mg tab
SAXAGLIPTIN-METFORMIN 5-1000 MG TM24,91.5,saxagliptin-metformin 5-1000 mg tm24
SBRT TREATMENT MANAGMENT,1447.0,sbrt treatment managment
SCAPULA,70.75,scapula
SCAPULA LEFT,367.0,scapula left
SCAPULA RIGHT,367.0,scapula right
SCHOOL BUS PHYSICAL,114.5,school bus physical
SCHOOL BUS/ PRE EMPLOYMEN,114.5,school bus/ pre employmen
"SCOLIOSIS, 1 VIEW",347.75,"scoliosis, 1 view"
"SCOLIOSIS, 2 OR 3 VIEWS",565.5,"scoliosis, 2 or 3 views"
"SCOLIOSIS, 4 OR 5 VIEWS",473.5,"scoliosis, 4 or 5 views"
"SCOLIOSIS, 6 OR MORE VIEW",497.75,"scoliosis, 6 or more view"
SCOPE SERVICES,1425.25,scope services
SCOPE WARMER,78.775,scope warmer
SCOPOLAMINE 0.25 % DROP,92.5,scopolamine 0.25 % drop
SCOPOLAMINE 1.5 MG (1 MG OVER 3 DAYS) PT3D,44.5,scopolamine 1.5 mg (1 mg over 3 days) pt3d
"SCREW, BIOTENODESIS",997.0499999999998,"screw, biotenodesis"
SCREWS CANCELLOUS/MALLEOL,60.875,screws cancellous/malleol
SCREWS CORTICAL LARGE,78.25,screws cortical large
SCREWS CORTICAL SMALL,43.5,screws cortical small
SECURE STRAP,1416.8,secure strap
"SECUREMENT DEVICE, FOLEY",10.05,"securement device, foley"
"SECUREMENT DEVICE, IV, OV",10.82,"securement device, iv, ov"
SEDI RATE MINI TUBE,65.0,sedi rate mini tube
SEGMENTAL ARTERIAL PRESSU,866.5,segmental arterial pressu
SELEGILINE HCL 5 MG CAP,6.25,selegiline hcl 5 mg cap
SELEGILINE HCL 5 MG TAB,10.25,selegiline hcl 5 mg tab
SELF CARE/HOME MGMT 15 MI,129.25,self care/home mgmt 15 mi
SELF NURSER STARTER (GNS),28.3,self nurser starter (gns)
SELPERCATINIB 40 MG CAP,418.75,selpercatinib 40 mg cap
SELPERCATINIB 80 MG CAP,580.25,selpercatinib 80 mg cap
SEMAGLUTIDE (0.25 MG or 0.5 MG INJECTOR) 2MG/1.5ML PNIJ,1739.25,semaglutide (0.25 mg or 0.5 mg injector) 2mg/1.5ml pnij
SEMAGLUTIDE 7 MG TAB,150.5,semaglutide 7 mg tab
SEMEM ANALYSIS (POST VAS),117.25,semem analysis (post vas)
SEMEM ANALYSIS COMP,676.25,semem analysis comp
SEMEN ANALYSIS COMPLETE,255.5,semen analysis complete
SENNOSIDES 8.6 MG TAB,2.0,sennosides 8.6 mg tab
SENNOSIDES 8.8 MG/5 ML SYRP,4.0,sennosides 8.8 mg/5 ml syrp
SENNOSIDES-DOCUSATE 8.6-50 MG TAB,2.0,sennosides-docusate 8.6-50 mg tab
"SENSITIVITY, MIC",128.5,"sensitivity, mic"
"SENSITIVITY, MIC EXTENDED",128.5,"sensitivity, mic extended"
SENSORY INTEGRATION EA 15,103.5,sensory integration ea 15
SENTINEL LYMPH NODE IMAGI,1958.0,sentinel lymph node imagi
SEPRA-FILM,1480.5,sepra-film
SEPTOPLASTY,1344.25,septoplasty
SERTRALINE 20 MG/ML CONC,9.5,sertraline 20 mg/ml conc
SERTRALINE 50 MG TAB,3.5,sertraline 50 mg tab
"SET RADIATION THER FIELD,",1535.1666666666667,"set radiation ther field,"
SEVELAMER 400 MG TAB,33.25,sevelamer 400 mg tab
SEVELAMER CARBONATE 800 MG TAB,3.75,sevelamer carbonate 800 mg tab
SHAVE EPI OR DERMAL S/N/H,255.25,shave epi or dermal s/n/h
SHAVE EPI/ DERMAL S/N/H/F,293.625,shave epi/ dermal s/n/h/f
SHAVE EPI/DERMAL F/E/E/N/,315.8333333333333,shave epi/dermal f/e/e/n/
SHAVE EPI/DERMAL S/N/H/F/,346.625,shave epi/dermal s/n/h/f/
SHAVE SINGLE T/A/L 0.5 CM,243.125,shave single t/a/l 0.5 cm
SHAVE SINGLE T/AL 0.6-1.0,265.875,shave single t/al 0.6-1.0
SHAVEEPI OR DERMAL T/A/L,346.125,shaveepi or dermal t/a/l
SHAVER 3.5MM TOMCAT,136.9,shaver 3.5mm tomcat
SHAVER 4MM AGGRESIVE PLUS,136.9,shaver 4mm aggresive plus
SHAVER 4MM BARREL BURR 12,136.9,shaver 4mm barrel burr 12
SHAVER 4MM BARREL BURR 6,136.9,shaver 4mm barrel burr 6
SHAVER 4MM HIP XL,188.7,shaver 4mm hip xl
SHAVER 4MM ROUND BURR,136.9,shaver 4mm round burr
SHAVER 4MM TOMCAT,136.9,shaver 4mm tomcat
SHAVER 4MM TOMCAT ANGLED,136.9,shaver 4mm tomcat angled
SHAVER 4MM TOMCAT XL,335.325,shaver 4mm tomcat xl
SHAVER 5MM AGGRESSIVE PLU,136.9,shaver 5mm aggressive plu
SHAVER 5MM RESECTOR,136.9,shaver 5mm resector
"SHAVER BLADE, RESECTOR",246.33499999999998,"shaver blade, resector"
SHAVING SKN LESION 0.6 TO,332.5,shaving skn lesion 0.6 to
SHEARS HARMONIC CURVED AC,1011.9100000000001,shears harmonic curved ac
SHEARS HARMONIC LAP,782.25,shears harmonic lap
SHIGA TOXIN 1 OR 2,105.75,shiga toxin 1 or 2
SHIGA TOXIN 3,61.25,shiga toxin 3
SHINGRIX (SHINGLES) VACCI,229.5,shingrix (shingles) vacci
SHOE HEEL RUBBER,53.5,shoe heel rubber
SHORT ARM CAST,276.0,short arm cast
SHORT ARM SPLINT,191.0,short arm splint
SHORT LEG CAST,247.75,short leg cast
SHORT LEG SPLINT,170.25,short leg splint
SHOULDER 1 VIEW,61.75,shoulder 1 view
SHOULDER 1 VIEW LEFT,298.0,shoulder 1 view left
SHOULDER 1 VIEW RIGHT,298.0,shoulder 1 view right
SHOULDER 2 VIEWS,100.25,shoulder 2 views
SHOULDER ARTHROPLASTY RCD,813.5,shoulder arthroplasty rcd
SHOULDER DISLOCATION W/MA,618.1875,shoulder dislocation w/ma
SHOULDER LEFT,382.25,shoulder left
SHOULDER RIGHT,382.25,shoulder right
"SHUNT,LEVEEN PERITONEO VE",2513.75,"shunt,leveen peritoneo ve"
SIALOLITHOTOMY,495.25,sialolithotomy
"SIGMOIDOSCOPE, NONPATIENT",353.5,"sigmoidoscope, nonpatient"
"SIGNOIDOSCOPY, DIAG INC C",363.25,"signoidoscopy, diag inc c"
SILDENAFIL (ANTIHYPERTENSIVE) 20 MG TAB,2.0,sildenafil (antihypertensive) 20 mg tab
SILDENAFIL 10 MG/ML SUSR,11813.75,sildenafil 10 mg/ml susr
SILODOSIN 4 MG CAP,4.0,silodosin 4 mg cap
SILODOSIN 8 MG CAP,63.5,silodosin 8 mg cap
SILVER NITRATE APPLICATOR  STCK,12.5,silver nitrate applicator stck
SILVER SULFADIAZINE 1 % CREA,59.833333333333336,silver sulfadiazine 1 % crea
SILVER SULFADIAZINE CREA,116.40000000000002,silver sulfadiazine crea
SIMETHICONE 40 MG/0.6 ML DRPS,12.5,simethicone 40 mg/0.6 ml drps
SIMETHICONE 80 MG CHEW,2.5,simethicone 80 mg chew
SIMPLE REPAIR F/E/E/N/ 5.,337.75,simple repair f/e/e/n/ 5.
SIMPLE REPAIR F/E/E/N/L/M,275.75,simple repair f/e/e/n/l/m
SIMPLE REPAIR SUPRFIC S/N,189.0,simple repair suprfic s/n
SIMPLE WOUND DEHISCENCE,717.75,simple wound dehiscence
SIMVASTATIN 10 MG TAB,2.0,simvastatin 10 mg tab
SIMVASTATIN 20 MG TAB,2.0,simvastatin 20 mg tab
SIMVASTATIN 40 MG TAB,2.0,simvastatin 40 mg tab
SINEQUAN 50 MG CAP,4.1,sinequan 50 mg cap
SINGLE VIEW XRAY FOREIGN,341.0,single view xray foreign
SINOGRAFIN,330.0,sinografin
SINUPLASTY BALLOON SPIN,3412.5,sinuplasty balloon spin
"SINUPLASTY GUIDE, FRONTAL",880.0,"sinuplasty guide, frontal"
SINUS BALLOON CATH W/IRRI,1442.0,sinus balloon cath w/irri
SINUS BALLOON CATHETER,1843.1600000000003,sinus balloon catheter
SINUS BALLOON INFLATION D,260.93,sinus balloon inflation d
SINUS COMPLETE,417.25,sinus complete
SINUS GUIDE CATH HANDLE,192.5,sinus guide cath handle
SINUS GUIDE CATHETER,740.0,sinus guide catheter
"SINUS GUIDE, SPHENOID S T",880.0,"sinus guide, sphenoid s t"
SINUS GUIDEWIRE,348.75,sinus guidewire
SINUS ILLUMINATION DEVICE,1239.81,sinus illumination device
SINUS IRRIGATION CATHETER,465.0,sinus irrigation catheter
SINUS PARANASAL MORE THAN,109.5,sinus paranasal more than
"SINUS,  PARANASAL LESS TH",93.5,"sinus, paranasal less th"
"SINUS, PARANASAL  MORE TH",109.5,"sinus, paranasal more th"
"SINUS, PARANASAL LESS THA",93.5,"sinus, paranasal less tha"
SINUSES LMTD,324.25,sinuses lmtd
SIROLIMUS 1 MG TAB,146.0,sirolimus 1 mg tab
SIROLIMUS 2 MG TAB,227.0,sirolimus 2 mg tab
SITAGLIPTIN-METFORMIN 100-1000 MG TM24,100.0,sitagliptin-metformin 100-1000 mg tm24
SITAGLIPTIN-METFORMIN 50-1000 MG TAB,62.5,sitagliptin-metformin 50-1000 mg tab
SITAGLIPTIN-METFORMIN 50-1000 MG TM24,62.5,sitagliptin-metformin 50-1000 mg tm24
SITAGLIPTIN-METFORMIN 50-500 MG TAB,62.5,sitagliptin-metformin 50-500 mg tab
SITZ BATH,51.25,sitz bath
SKELETAL BALANCED SUSPENS,269.0,skeletal balanced suspens
SKIN CLEANSER 8OZ,30.75,skin cleanser 8oz
SKIN MARKING PENCIL,18.25,skin marking pencil
SKIN PUNCHES FOR BIOPSIES,38.75,skin punches for biopsies
SKIN SCRUB TRAY,10.79,skin scrub tray
SKIN STAPLE REMOVER,1.8400000000000003,skin staple remover
SKIN STAPLER 25R/DISP,242.5,skin stapler 25r/disp
SKIN STAPLER ORTHO 35W/DI,21.16,skin stapler ortho 35w/di
SKIN STAPLER REMOVER,12.88,skin stapler remover
SKULL COMPLETE,484.5,skull complete
SKULL LESS THAN 4 VIEWS,103.25,skull less than 4 views
SKULL MORE THAN 4 VIEWS,130.75,skull more than 4 views
"SKULL, 2 VIEW SURVEY",357.0,"skull, 2 view survey"
SKY PROSTHETICS PER HOUR,15.5,sky prosthetics per hour
SLARTHROTOMY W/KNEE JT EX,1210.375,slarthrotomy w/knee jt ex
SLEEP OXIMETRY W/TRACING,473.25,sleep oximetry w/tracing
SLEEP STUDY - UNATTENDED,547.5,sleep study - unattended
SLEEP STUDY -UNATTENDED H,547.5,sleep study -unattended h
SLEEP STUDY BASELINE,4517.25,sleep study baseline
SLEEP STUDY SPLIT NIGHT,4985.0,sleep study split night
SMALL BOWEL,978.375,small bowel
SMALL JOINT ASP/INJ,127.58333333333333,small joint asp/inj
SMALL VOL NEB SUBSEQUENT,225.25,small vol neb subsequent
SMALL VOLUME NEB INITIAL,225.25,small volume neb initial
SMOKE EVACTATOR,51.52,smoke evactator
SMOKE EVACUATOR TUBING,87.0,smoke evacuator tubing
SMOOTH GUIDE,360.64,smooth guide
SMOOTH MUSCLE AB (ASMA),139.25,smooth muscle ab (asma)
SMPL REPAIR SUPRFIC S/N/A,266.75,smpl repair suprfic s/n/a
SMPL REPR SUPRFIC F/E/E/N,376.125,smpl repr suprfic f/e/e/n
SMPL REPR SUPRFIC S/N/A/E,363.0,smpl repr suprfic s/n/a/e
"SNAP, CARTIDGE, 125MMHG W",362.25,"snap, cartidge, 125mmhg w"
SNARE,53.75,snare
"SNARE, MEDIUM HEXAGON 20M",48.1,"snare, medium hexagon 20m"
SOD CHL 100ML PARTIAL FIL,4.83,sod chl 100ml partial fil
SOD CHL 50ML,47.5,sod chl 50ml
SOD CHL 9% 100ML ADVANTAG,65.0,sod chl 9% 100ml advantag
SOD CHL 9% 100ML MINIBAG,10.35,sod chl 9% 100ml minibag
SOD CHL 9% 250ML ADVANTAG,65.0,sod chl 9% 250ml advantag
SOD CHL 9% 50ML,4.72,sod chl 9% 50ml
SOD CHL 9% 50ML MINIBAG +,10.31,sod chl 9% 50ml minibag +
SOD CHL IRRIGATION 1000CC,8.03,sod chl irrigation 1000cc
SOD CHL IRRIGATION 1500CC,51.25,sod chl irrigation 1500cc
SOD CHL IRRIGATION 3000CC,23.0,sod chl irrigation 3000cc
SOD CHL IRRIGATION 500CC,7.59,sod chl irrigation 500cc
SOD PHOS MONO-SOD PHOS DIBASIC 1.5 GRAM TAB,63.0,sod phos mono-sod phos dibasic 1.5 gram tab
SODIUM BICARBONATE 4.2% (INFANT) 4.2% (0.5 MEQ/ML) VIAL,59.125,sodium bicarbonate 4.2% (infant) 4.2% (0.5 meq/ml) vial
SODIUM BICARBONATE 650 MG TAB,2.25,sodium bicarbonate 650 mg tab
SODIUM BICARBONATE 8.4% (ADULT) 8.4% (1 MEQ/ML) SYRG,49.0,sodium bicarbonate 8.4% (adult) 8.4% (1 meq/ml) syrg
SODIUM BICARBONATE 8.4% (PEDIATRIC) 8.4% (10 MEQ/10 ML) SYRG,112.25,sodium bicarbonate 8.4% (pediatric) 8.4% (10 meq/10 ml) syrg
SODIUM CHL .45 1000CC,5.93,sodium chl .45 1000cc
SODIUM CHLORIDE 0.9% (DEH,62.25,sodium chloride 0.9% (deh
SODIUM CHLORIDE 0.9% 250,8.03,sodium chloride 0.9% 250
SODIUM CHLORIDE 0.9% BACT,3.06,sodium chloride 0.9% bact
SODIUM CHLORIDE 1 GRAM TAB,2.0,sodium chloride 1 gram tab
SODIUM CHLORIDE 14.6%,63.5,sodium chloride 14.6%
SODIUM CHLORIDE 14.6% 2.5 MEQ/ML SOLP,38.0,sodium chloride 14.6% 2.5 meq/ml solp
SODIUM CHLORIDE 23.4% 4 MEQ/ML SOLP,61.25,sodium chloride 23.4% 4 meq/ml solp
SODIUM CHLORIDE 3 % NEBU,3.0,sodium chloride 3 % nebu
SODIUM CHLORIDE 3 % SOLP,38.0,sodium chloride 3 % solp
SODIUM CHLORIDE 5 % DROP,16.75,sodium chloride 5 % drop
SODIUM CHLORIDE 5 % OINT,79.75,sodium chloride 5 % oint
SODIUM CHLORIDE SOLP 0.45,5.41,sodium chloride solp 0.45
SODIUM CHLORIDE SOLP 0.9%,5.623333333333334,sodium chloride solp 0.9%
SODIUM CHLORIDE-ALOE VERA  GEL,14.75,sodium chloride-aloe vera gel
SODIUM CHLORIDE/IRRIG 150,11.12,sodium chloride/irrig 150
SODIUM CHLORIDE/IRRIG. 50,34.25,sodium chloride/irrig. 50
SODIUM CITRATE/CITRIC ACID 500-334 MG/5 ML SOLN,2.0,sodium citrate/citric acid 500-334 mg/5 ml soln
SODIUM FERRIC GLUC CPLX IN SUCROSE 62.5 MG/5 ML SOLN,196.75,sodium ferric gluc cplx in sucrose 62.5 mg/5 ml soln
SODIUM FLUORIDE 0.25 MG(0.55 MG SOD. FLUORIDE) CHEW,2.0,sodium fluoride 0.25 mg(0.55 mg sod. fluoride) chew
SODIUM FLUORIDE 1.1 % GEL,73.25,sodium fluoride 1.1 % gel
SODIUM HYALURONATE (EUFLE,366.0,sodium hyaluronate (eufle
SODIUM HYALURONATE (HYALG,311.5,sodium hyaluronate (hyalg
