description,avg_gross_charge,description_clean
SUTURES 0 VICRYL UR-6 J603H,10.5,sutures 0 vicryl ur-6 j603h
"SUTURES 2-0 BIOSYN 30"" UNDYED V-20",39.0,"sutures 2-0 biosyn 30"" undyed v-20"
"SUTURES 2-0 ETHIBOND GREEN 30""CT-1 TAPER",10.0,"sutures 2-0 ethibond green 30""ct-1 taper"
SUTURES 2-0 MAXON V20 NEEDLE,25.0,sutures 2-0 maxon v20 needle
SUTURES 2-0 POLYSORB GS-21 CL-811,20.5,sutures 2-0 polysorb gs-21 cl-811
SUTURES 2-0 POLYSORB GS-22 CL-883,13.0,sutures 2-0 polysorb gs-22 cl-883
SUTURES 2-0 PROLENE 8411H,15.0,sutures 2-0 prolene 8411h
SUTURES 2-0 PROLENE BLUE MONO,16.5,sutures 2-0 prolene blue mono
SUTURES 2-0 VICRYL SH J417H,9.5,sutures 2-0 vicryl sh j417h
SUTURES 3-0 ETHILON #1669 H,22.0,sutures 3-0 ethilon #1669 h
SUTURES 3-0 ETHILON CUTICULAR 669H,20.0,sutures 3-0 ethilon cuticular 669h
SUTURES 3-0 ETHILON FS1 663G,12.0,sutures 3-0 ethilon fs1 663g
SUTURES 3-0 MAXON V-20 88877233-41,33.0,sutures 3-0 maxon v-20 88877233-41
SUTURES 3-0 POLYSORB GS-21 CL-922,17.5,sutures 3-0 polysorb gs-21 cl-922
SUTURES 3-0 PROLENE BLUE MONO 8832H,21.5,sutures 3-0 prolene blue mono 8832h
SUTURES 3-0 VICRYL SH J416H,9.5,sutures 3-0 vicryl sh j416h
SUTURES 4-0 BIOSYN SM-5637,29.0,sutures 4-0 biosyn sm-5637
SUTURES 4-0 CHROMIC GUT 1654G,37.0,sutures 4-0 chromic gut 1654g
SUTURES 4-0 ETHILON 1667G,30.0,sutures 4-0 ethilon 1667g
SUTURES 4-0 PROLENE 8683G,16.5,sutures 4-0 prolene 8683g
SUTURES 4-0 PROLENE P3 8699G,33.0,sutures 4-0 prolene p3 8699g
SUTURES 4-0 VICRYL P-3 J494G,23.0,sutures 4-0 vicryl p-3 j494g
SUTURES 4-0 VICRYL PS-4 J507G,23.0,sutures 4-0 vicryl ps-4 j507g
SUTURES 5-0 ETHILON P3 698G,19.0,sutures 5-0 ethilon p3 698g
SUTURES 5-0 PROLENE P3 8698G,27.0,sutures 5-0 prolene p3 8698g
SUTURES 6-0 PROLENE P1 8697G,34.0,sutures 6-0 prolene p1 8697g
SUTURES LIGACLIP MED/LARGE  LS-300,10.0,sutures ligaclip med/large ls-300
SUTURES: 3-0 CHROMIC GUT GI G122H,18.5,sutures: 3-0 chromic gut gi g122h
SUTURETAPE 0.9MM,154.0,suturetape 0.9mm
SUTURETAPE FIBERLINK 1.3MM WH/BL,398.0,suturetape fiberlink 1.3mm wh/bl
SUTURETAPE TIGERLINK 1.3 MM,290.0,suturetape tigerlink 1.3 mm
SWIVELOCK BIOCOMP SELF PUNCH 4.75X24.5MM,1400.0,swivelock biocomp self punch 4.75x24.5mm
SWIVELOCK KNOTLESS 4.75MM,1534.0,swivelock knotless 4.75mm
SWVLOCK ANCHR KNTLESS PEEK 4.75MMX19.1MM,1667.0,swvlock anchr kntless peek 4.75mmx19.1mm
"SYNOVECTOMY, TENDON SHEATH, FOOT; FLEXOR",4505.0,"synovectomy, tendon sheath, foot; flexor"
SYNTHROID 100MCG TAB,2.5,synthroid 100mcg tab
SYNTHROID 25MCG TAB,2.5,synthroid 25mcg tab
SYNTHROID 88MCG CAPSULE,3.0,synthroid 88mcg capsule
"SYPHILIS TEST, QUAL",66.0,"syphilis test, qual"
SYRINGE & GAUGE ASSEMBLY,134.0,syringe & gauge assembly
SYRINGE EAR 3 OZ STERILE,4.5,syringe ear 3 oz sterile
SYRINGE ETERNAL FEEDING,4.0,syringe eternal feeding
T-3 FR,205.0,t-3 fr
T-3 OR T-4 UPTAKE,85.0,t-3 or t-4 uptake
T-3 TOTAL,130.0,t-3 total
"T-4 (THYROXINE), NEONATAL",31.0,"t-4 (thyroxine), neonatal"
"T-4 (THYROXINE), TOTAL",80.0,"t-4 (thyroxine), total"
T-CELLS; TOTAL COUNT,134.0,t-cells; total count
T-TUBE GYRUS RICHARDS MOD SILICONE,66.0,t-tube gyrus richards mod silicone
T3 REVERSE (TRIIODOTHYRONINE),262.0,t3 reverse (triiodothyronine)
"TAPE DRESSING RETENTION 7 7/8"" X 11""",9.5,"tape dressing retention 7 7/8"" x 11"""
TAPENTADOL TAB [50 MG],23.0,tapentadol tab [50 mg]
TB SERUM TEST,265.0,tb serum test
TB-INTRADERMAL,81.0,tb-intradermal
TEBENTAFUSP-TEBN VIAL [100 MCG/0.5 mL],23652.0,tebentafusp-tebn vial [100 mcg/0.5 ml]
TECHNETIUM MEDRONATE/ DOSE UP TO 30MCI,165.0,technetium medronate/ dose up to 30mci
TECHNETIUM TC99M MEBROFENIN UP TO 15 MCI,285.0,technetium tc99m mebrofenin up to 15 mci
TECHNETIUM TC99M MERTIATIDE UP TO 15 MCI,650.0,technetium tc99m mertiatide up to 15 mci
TECHNETIUM TC99M OXIDRONATE UP TO 30 MCI,270.0,technetium tc99m oxidronate up to 30 mci
TECHNETIUM TC99M RBC PER DOSE UP TO 30,350.0,technetium tc99m rbc per dose up to 30
TECHNETIUM TC99M SESTAMIBI PER DOSE,315.0,technetium tc99m sestamibi per dose
TECHNETIUM TC99M SODIUM PERT PER MCI,65.0,technetium tc99m sodium pert per mci
TED HOSE KNEE HIGH LARGE,8.5,ted hose knee high large
TED HOSE KNEE HIGH MEDIUM,30.0,ted hose knee high medium
TED HOSE KNEE HIGH X-LARGE,8.5,ted hose knee high x-large
TED HOSE THIGH HIGH LARGE,17.0,ted hose thigh high large
TED HOSE THIGH HIGH XL,21.5,ted hose thigh high xl
"TEGADERM 2 3/8"" X 2 2/4""",4.0,"tegaderm 2 3/8"" x 2 2/4"""
TELEHEALTH ORIGINATING SITE,60.0,telehealth originating site
TELEHEALTH ORIGINATING SITE (CARDIOLOGY),60.0,telehealth originating site (cardiology)
TELEHEALTH ORIGINATING SITE (ENDOCRIN),60.0,telehealth originating site (endocrin)
TELEHEALTH ORIGINATING SITE (ENT),60.0,telehealth originating site (ent)
TELEHEALTH ORIGINATING SITE (MENTAL),60.0,telehealth originating site (mental)
TELEHEALTH ORIGINATING SITE (NEPHROLOGY),60.0,telehealth originating site (nephrology)
TELEHEALTH ORIGINATING SITE (NEURO),60.0,telehealth originating site (neuro)
TELEHEALTH ORIGINATING SITE (NEUROLOGY),60.0,telehealth originating site (neurology)
TELEHEALTH ORIGINATING SITE (OBGYN),60.0,telehealth originating site (obgyn)
TELEHEALTH ORIGINATING SITE (ONCOLOGY),60.0,telehealth originating site (oncology)
TELEHEALTH ORIGINATING SITE (ORTHO),60.0,telehealth originating site (ortho)
TELEHEALTH ORIGINATING SITE (PODIATRY),60.0,telehealth originating site (podiatry)
TELEHEALTH ORIGINATING SITE (PULM),60.0,telehealth originating site (pulm)
TELEHEALTH ORIGINATING SITE (SURGERY),60.0,telehealth originating site (surgery)
TELEHEALTH ORIGINATING SITE (UROLOGY),60.0,telehealth originating site (urology)
TELEPHONE EVAL/MANAGEMENT,176.66666666666666,telephone eval/management
"TENDON SHEATH INCISION,TRIGGER FINGER",2505.0,"tendon sheath incision,trigger finger"
TENODESIS LONG TENDON BICEPS,4730.0,tenodesis long tendon biceps
"TENOLYSIS, FLEX/EXTENS TENDON LEG/ANKLE",3555.0,"tenolysis, flex/extens tendon leg/ankle"
"TENOTOMY PERCUTANEOUS TOE, MULTIPLE",585.0,"tenotomy percutaneous toe, multiple"
TENOTOMY PERCUTANEOUS TOE; SINGLE TENDON,285.0,tenotomy percutaneous toe; single tendon
"TENOTOMY, PERCUTANEOUS TOE, MULT TENDONS",1185.0,"tenotomy, percutaneous toe, mult tendons"
TENSIX DBM PUTTY 1 CC,1720.0,tensix dbm putty 1 cc
TENSIX DBM PUTTY 2.5CC,2547.0,tensix dbm putty 2.5cc
TESSALON PERLES 100MG TAB,2.5,tessalon perles 100mg tab
TESTOSTERONE BIOAVAILABLE,232.0,testosterone bioavailable
TESTOSTERONE CYPIONATE VIAL [200 MG/mL],59.0,testosterone cypionate vial [200 mg/ml]
TESTOSTERONE; TOTAL,160.0,testosterone; total
THEOPHYLLINE,140.0,theophylline
THER/PHOPH/DIAG CONCURRENT INFUSION,210.0,ther/phoph/diag concurrent infusion
THER/PROPH/DIAG ADD'L SEQ IV PUSH,215.0,ther/proph/diag add'l seq iv push
THER/PROPH/DIAG INJ IV PUSH,240.0,ther/proph/diag inj iv push
THER/PROPH/DIAG IV EACH ADD'L HR,165.0,ther/proph/diag iv each add'l hr
"THER/PROPH/DIAG IV INFUSION, INITIAL",395.0,"ther/proph/diag iv infusion, initial"
THER/PROPH/DIAG IV/IA NJX/NFS UNLISTED,160.0,ther/proph/diag iv/ia njx/nfs unlisted
THER/PROPH/DX ADD'L SEQ IV INFUSION,200.0,ther/proph/dx add'l seq iv infusion
THERAPEUTIC PROCD STRG ENDUR PER 15 MIN,100.0,therapeutic procd strg endur per 15 min
THERAPEUTIC PROPHLACTIC/DX INJECTION,140.0,therapeutic prophlactic/dx injection
THIAMINE VIAL PER 100 MG,65.0,thiamine vial per 100 mg
THORACENTESIS KIT,114.0,thoracentesis kit
THORACIC VENT PROCEDURE TRAY,712.0,thoracic vent procedure tray
THREADED TROCAR 11MM,105.0,threaded trocar 11mm
THREADED TROCAR 12MM,105.0,threaded trocar 12mm
"THROMBIN TIME, PLASMA",97.0,"thrombin time, plasma"
THROMBOPLASTIN TIME (PTT),100.0,thromboplastin time (ptt)
THYROGLOBULIN ANTIBODY,135.0,thyroglobulin antibody
THYROID STIMULATING IMMUNOGLOBULIN,416.0,thyroid stimulating immunoglobulin
THYROID STIMULATION HORMONE (TSH),140.0,thyroid stimulation hormone (tsh)
THYROXINE BINDING GLOBULIN,120.0,thyroxine binding globulin
"THYROXINE, (T4), FR",115.0,"thyroxine, (t4), fr"
TIOTROPIUM RESPIMAT INH INST,106.0,tiotropium respimat inh inst
TIOTROPIUM RESPIMAT [2.5 MCG/ACT],735.0,tiotropium respimat [2.5 mcg/act]
TIOTROPIUM-OLODATEROL INHALER [2.5-2.5],122.0,tiotropium-olodaterol inhaler [2.5-2.5]
TIP LAVAGE INTERPULSE COAX HIGH FLOW,38.0,tip lavage interpulse coax high flow
TISSUE TACK DELIVERY INSTRUMENT,1200.0,tissue tack delivery instrument
"TISSUE TANSGLUTAMINASE, EACH",190.0,"tissue tansglutaminase, each"
TITANIUM GEL MARK ULTRACORE MARKER 14G,336.0,titanium gel mark ultracore marker 14g
TIZANIDINE TAB [2 MG],3.0,tizanidine tab [2 mg]
TNKASE 50MG PWD VIAL IV,10716.0,tnkase 50mg pwd vial iv
TOBRAMYCIN,204.0,tobramycin
TOBRAMYCIN 0.3% 5ML OPTHALMIC SOLUTION,24.0,tobramycin 0.3% 5ml opthalmic solution
TOBRAMYCIN NEB [300 MG / 5 mL],21.0,tobramycin neb [300 mg / 5 ml]
TONSILLECTOMY ADENOIDECTOMY UNDER AGE 12,3165.0,tonsillectomy adenoidectomy under age 12
TONSILLECTOMY AND ADENOID. OVER AGE 12,3410.0,tonsillectomy and adenoid. over age 12
TONSILLECTOMY PRIMARY/SECONDARY UNDER 12,2675.0,tonsillectomy primary/secondary under 12
TOPICAL SKIN ADHESIVE,77.0,topical skin adhesive
TOPIRAMATE TAB 25 MG,2.5,topiramate tab 25 mg
TOPROL XL 25MG TAB,2.5,toprol xl 25mg tab
"TOURNIQUET CUFF 12"" DISPOSABLE",56.0,"tourniquet cuff 12"" disposable"
"TOURNIQUET CUFF 18"" DISPOSABLE",56.0,"tourniquet cuff 18"" disposable"
"TOURNIQUET CUFF 24"" DISPOSABLE",56.0,"tourniquet cuff 24"" disposable"
"TOURNIQUET CUFF 30"" DISPOSABLE",56.0,"tourniquet cuff 30"" disposable"
"TOURNIQUET CUFF 34"" DISPOSABLE",56.0,"tourniquet cuff 34"" disposable"
TRANEXAMIC ACID VIAL [100 MG / 10 mL],16.0,tranexamic acid vial [100 mg / 10 ml]
TRANS-MET LAPIDUS PLATE RIGHT,5881.0,trans-met lapidus plate right
TRANSCUTANEOUS BILIRUBIN,75.0,transcutaneous bilirubin
TRANSFER/TRANSPLANT SINGLE TENDON,4325.0,transfer/transplant single tendon
TRANSFER/TRANSPLANT SINGLE TENDON ASSIST,815.0,transfer/transplant single tendon assist
TRANSFERASE (SGOT),75.0,transferase (sgot)
TRANSFERASE (SGPT),65.0,transferase (sgpt)
TRANSFERRIN,130.0,transferrin
TRANSITIONAL CARE MANAGEMENT HMDM 7 DAYS,525.0,transitional care management hmdm 7 days
TRANSITIONAL CARE MANAGEMENT MMDM 14 DAY,355.0,transitional care management mmdm 14 day
TRANSPOSITION;ULNAR NERVE AT ELBOW,3225.0,transposition;ulnar nerve at elbow
TRAY EPIDURAL CONTINUOUS 17GA 332079,97.0,tray epidural continuous 17ga 332079
TRAY EPIDURAL SINGLE DOSE 332249,68.0,tray epidural single dose 332249
TRAZODONE TAB (50 MG),2.5,trazodone tab (50 mg)
TREATMENT (SPEECH),315.0,treatment (speech)
TREATMENT CLOSED ELBOW DISL W/ANES,310.0,treatment closed elbow disl w/anes
TREATMENT CLOSED ELBOW DISLOC W/O ANES,310.0,treatment closed elbow disloc w/o anes
TREATMENT OF SWALLOW & ORAL DISFUNCT,295.0,treatment of swallow & oral disfunct
TREATMENT ROOM - LEVEL 1,70.0,treatment room - level 1
TREATMENT ROOM - LEVEL 2,80.0,treatment room - level 2
TREATMENT ROOM - LEVEL 3,100.0,treatment room - level 3
TREATMENT ROOM - LEVEL 4,120.0,treatment room - level 4
TREATMENT SPEECH GENERATING DEVICE,215.0,treatment speech generating device
TREPONEMA PALLIDUM,105.0,treponema pallidum
TRIAMCINOLONE VIAL [40 MG / mL],19.0,triamcinolone vial [40 mg / ml]
TRIAMTERENE-HCTZ CAP [37.5 MG/25 MG],2.5,triamterene-hctz cap [37.5 mg/25 mg]
TRICHOMONAS VAGINALIS AMPLIFIED,90.0,trichomonas vaginalis amplified
"TRICHOMONAS VAGINALIS, DIRECT PROBE",121.0,"trichomonas vaginalis, direct probe"
TRIGLYCERIDES,75.0,triglycerides
TRILEPTAL,173.0,trileptal
TRIM-IT SPIN PIN (ABSORBALBE K-WIRE),700.0,trim-it spin pin (absorbalbe k-wire)
"TRIMMING NONDYSTROPHIC NAILS, ANY NUMBER",55.0,"trimming nondystrophic nails, any number"
TROCAR 5X100,72.0,trocar 5x100
TROCAR SLEEVE 5X100,34.0,trocar sleeve 5x100
TROCAR THORACIC STRUCTURAL BALLOON,443.0,trocar thoracic structural balloon
TROCAR WIRE SINGLE 1.6X150MM,237.0,trocar wire single 1.6x150mm
TROCAR WITH SLEEVE 8X100 MM,72.0,trocar with sleeve 8x100 mm
TROPONIN I,245.0,troponin i
TRUVADA TAB [200 MG/300 MG],3.0,truvada tab [200 mg/300 mg]
TUBE GASTROSTOMY FEEDING 20 FR,137.0,tube gastrostomy feeding 20 fr
"TUBE THORACOSTOMY, OPEN",1357.0,"tube thoracostomy, open"
TUBERCULOSIS TEST,204.0,tuberculosis test
TUBING IRRIGATION W/CO2,80.0,tubing irrigation w/co2
TUBING MAIN PUMP,198.0,tubing main pump
"TUBING SUCTION CONNECTOR 18"" STERILE",4.0,"tubing suction connector 18"" sterile"
TUBING SUCTION NON CONDUCTIVE 12',6.5,tubing suction non conductive 12'
TUBING SUCTION NON CONDUCTIVE 6',4.0,tubing suction non conductive 6'
TUMOR ANTIGEN CA 19-9,230.0,tumor antigen ca 19-9
TUMOR IMMUNOHISTOCHEMISTRY (HER2/ERA),173.0,tumor immunohistochemistry (her2/era)
TUMS TAB,2.5,tums tab
TUNNEL PLUG,228.0,tunnel plug
TYMPANOMETRY,65.0,tympanometry
TYMPANOSTOMY UNILATERAL W GEN ANESTHESIA,2140.0,tympanostomy unilateral w gen anesthesia
TYPING POLYVALENT SCREENING,75.0,typing polyvalent screening
TYROSINE,57.0,tyrosine
Tdap SYR [0.5 ML] (3567),143.0,tdap syr [0.5 ml] (3567)
U/S TRANSDUCER COVER KIT,25.0,u/s transducer cover kit
ULIPRISTAL ACETATE TAB [30 MG],110.0,ulipristal acetate tab [30 mg]
ULTRA SOUND/ CHEST,596.0,ultra sound/ chest
ULTRAM 50MG TAB,2.5,ultram 50mg tab
ULTRASONIC GUIDANCE/NEEDLE PLACEMENT,620.0,ultrasonic guidance/needle placement
ULTRASOUND ABD AORTA SCREENING AAA,640.0,ultrasound abd aorta screening aaa
ULTRASOUND ABDOMEN COMPLETE,910.0,ultrasound abdomen complete
ULTRASOUND ABDOMEN LIMITED,726.0,ultrasound abdomen limited
ULTRASOUND EXTREMITY NONVASCLR LIMITED,577.0,ultrasound extremity nonvasclr limited
ULTRASOUND GUIDANCE FOR VASCULAR  ACCE,875.0,ultrasound guidance for vascular acce
ULTRASOUND OB TRANSVAGINAL,582.0,ultrasound ob transvaginal
ULTRASOUND PELVIC,840.0,ultrasound pelvic
ULTRASOUND PELVIS LIMITED,510.0,ultrasound pelvis limited
ULTRASOUND PREGNANT UTERUS COMPLETE,800.0,ultrasound pregnant uterus complete
ULTRASOUND PREGNANT UTERUS FOLLOWUP,417.0,ultrasound pregnant uterus followup
ULTRASOUND RETROPERITONEAL LIMITED,625.0,ultrasound retroperitoneal limited
ULTRASOUND RETROPERITONEAL/COMPLETE,844.0,ultrasound retroperitoneal/complete
ULTRASOUND SCROTUM,726.0,ultrasound scrotum
ULTRASOUND SOFT TISSUE HEAD/NECK,633.0,ultrasound soft tissue head/neck
ULTRASOUND TRANSVAGINAL,762.0,ultrasound transvaginal
"ULTRASOUND, BREAST, UNILATERAL, COMPLETE",575.0,"ultrasound, breast, unilateral, complete"
"ULTRASOUND, SPINAL CANAL",535.0,"ultrasound, spinal canal"
"ULTRASOUND,PREGNANT, 1ST TRIMESTER",680.0,"ultrasound,pregnant, 1st trimester"
UMBILICAL CATHETER TRAY  5 FR,207.0,umbilical catheter tray 5 fr
UNLISTED CHEM PROCEDURE,184.0,unlisted chem procedure
UNLISTED MOLECULAR PATHOLOGY PROCEDURE,51.0,unlisted molecular pathology procedure
"UNNAS BOOT GELOCAST 3""",19.0,"unnas boot gelocast 3"""
UPPER ENDOSCOPY W/REMOVAL FB,1683.0,upper endoscopy w/removal fb
UPPER GI ENDOSCOPY W/ REMOVAL HOT FORCEP,2525.0,upper gi endoscopy w/ removal hot forcep
"UPPER GI ENDOSCOPY, BIOPSY",1915.0,"upper gi endoscopy, biopsy"
"UPPER GI ENDOSCOPY, DIAGNOSTIC",1392.0,"upper gi endoscopy, diagnostic"
UPPER GI ENDOSCOPY; W/ PLACEMENT PERCUTA,2000.0,upper gi endoscopy; w/ placement percuta
UREA NITROGEN URINE,54.0,urea nitrogen urine
"UREA NITROGEN, QUANTITY",60.0,"urea nitrogen, quantity"
"URIC ACID, BLOOD",65.0,"uric acid, blood"
"URIC ACID, OTHER SOURCE",60.0,"uric acid, other source"
URINALYSIS,45.0,urinalysis
"URINALYSIS, AUTOMATED W/O MICRO.-DIP",50.0,"urinalysis, automated w/o micro.-dip"
"URINALYSIS, AUTOMATED, WITH MICRO.",60.0,"urinalysis, automated, with micro."
"URINALYSIS, MICRO ONLY",35.0,"urinalysis, micro only"
"URINALYSIS, NON-AUTO W/O",30.0,"urinalysis, non-auto w/o"
URINE 24HR PROTEIN TOTAL,80.0,urine 24hr protein total
URINE MEASUREMENT/TIMECOL,27.0,urine measurement/timecol
URINE MICROALBUMIN,47.0,urine microalbumin
URINE PROTEIN ELECTROPHORESIS,186.0,urine protein electrophoresis
"US BREAST, LIMITED",465.0,"us breast, limited"
VAG. HYSTERECTOMY W/REMOVA,5780.0,vag. hysterectomy w/remova
VAGINAL APPLICATOR,30.0,vaginal applicator
VAGINAL DELIVERY ONLY,1450.0,vaginal delivery only
VAGINAL DELIVERY ONLY WITH POSTPARTUM CA,1900.0,vaginal delivery only with postpartum ca
VAGINAL HYSTERECTOMY,5255.0,vaginal hysterectomy
VAGINAL SPECULA LARGE,9.0,vaginal specula large
VAGINAL SPECULA MEDIUM,7.0,vaginal specula medium
VAGINAL SPECULUM DISPOSABLE SM,7.0,vaginal speculum disposable sm
VALACYCLOVIR TAB [500 MG],2.5,valacyclovir tab [500 mg]
VALPROATE SODIUM [500 MG / 5 ML],55.0,valproate sodium [500 mg / 5 ml]
VALPROIC ACID,175.0,valproic acid
VALPROIC ACID ORAL SOLN [250 MG / 5 mL],5.0,valproic acid oral soln [250 mg / 5 ml]
VANCOMYCIN 1GM PWD VIAL IV,17.0,vancomycin 1gm pwd vial iv
VANCOMYCIN 500MG PWD VIAL IV,55.0,vancomycin 500mg pwd vial iv
VANCOMYCIN CAP [125 MG],5.0,vancomycin cap [125 mg]
VANCOMYCIN LEVEL,190.0,vancomycin level
VANCOMYCIN PREMIX [1 GM / 200 mL],64.0,vancomycin premix [1 gm / 200 ml]
VANILLYLMANDELIC ACID/URINE,161.0,vanillylmandelic acid/urine
VARICELLA TITER,150.0,varicella titer
VASECTOMY,2310.0,vasectomy
VASOACTIVE INTESTINAL PEPTIDE TEST,404.0,vasoactive intestinal peptide test
VASOPRESSIN 20UNITS/1ML VIAL SOL IV,100.0,vasopressin 20units/1ml vial sol iv
VECURONIUM 10MG POWDER VIAL,33.0,vecuronium 10mg powder vial
VELCRO SLEEVE,308.0,velcro sleeve
VENI-ROUTINE,32.0,veni-routine
VENLAFAXINE XR CAP [37.5 MG],2.5,venlafaxine xr cap [37.5 mg]
VERAPAMIL ER TAB [180 MG],2.5,verapamil er tab [180 mg]
VERAPAMIL TAB [40 MG],2.5,verapamil tab [40 mg]
VERAPAMIL VIAL [5 MG / 2 ML],27.0,verapamil vial [5 mg / 2 ml]
VESSEL LOOPS DISPOSABLE,59.0,vessel loops disposable
VILAZODONE TAB [20 MG],6.0,vilazodone tab [20 mg]
"VIRUS, NOT ELSEWHERE SPECIFIED",180.0,"virus, not elsewhere specified"
"VITAL CAPACITY, TOTAL",85.0,"vital capacity, total"
VITAMIN A,181.0,vitamin a
VITAMIN A & D OINTMENT [113 GM],11.0,vitamin a & d ointment [113 gm]
VITAMIN B COMPLEX TAB,2.5,vitamin b complex tab
VITAMIN B12 VIAL [1000 MCG/1 ML],15.0,vitamin b12 vial [1000 mcg/1 ml]
VITAMIN B6,225.0,vitamin b6
VITAMIN C (ASCORBIC ACID) BLOOD,100.0,vitamin c (ascorbic acid) blood
VITAMIN C 500MG TAB,2.5,vitamin c 500mg tab
"VITAMIN D3 TAB [2,000 UNITS]",2.5,"vitamin d3 tab [2,000 units]"
VITAMIN E,203.0,vitamin e
VITAMIN K AMP [1 MG/0.5 ML],25.0,vitamin k amp [1 mg/0.5 ml]
VITAMIN K AMP [10 MG/1 ML] (3555),98.0,vitamin k amp [10 mg/1 ml] (3555)
WALKING BOOT SHORT STABILIZER MEDIUM,138.0,walking boot short stabilizer medium
WALKING BOOT-HIGH STABILIZER (SMALL),134.0,walking boot-high stabilizer (small)
WALKING BOOT-HIGH STABILIZER (XL),111.0,walking boot-high stabilizer (xl)
WAND ARTHROSCOPY HEMOSTASIS,790.0,wand arthroscopy hemostasis
WAND COBLATION EVAC 70 XTRA EICA5874-01,618.0,wand coblation evac 70 xtra eica5874-01
WAND REFLUX ULTRA 45,562.0,wand reflux ultra 45
WEBLY ANKLE ORTHOSIS 304-XS,80.0,webly ankle orthosis 304-xs
WEST NILE IGG,145.0,west nile igg
WEST NILE IgM,145.0,west nile igm
WESTERN BLOT TEST,280.0,western blot test
WHEELCHAIR MANAGEMENT,100.0,wheelchair management
WHITE BLOOD CELL (WBC),48.0,white blood cell (wbc)
WOUND IRRIGATION SOLUTIION 350 ML,210.0,wound irrigation solutiion 350 ml
WOUND VAC CANISTER 300ML KCI 320058,125.0,wound vac canister 300ml kci 320058
WOUND VAC FREEDOM DAILY USE,179.0,wound vac freedom daily use
WOUND VAC ULTA DAILY RENTAL,190.0,wound vac ulta daily rental
XANAX 0.5MG TAB,2.5,xanax 0.5mg tab
XGEVA 120MG/1.7ML VIAL,4504.0,xgeva 120mg/1.7ml vial
XR ABDOMEN 1 VIEW,345.0,xr abdomen 1 view
XR ABDOMEN 2 VIEWS,410.0,xr abdomen 2 views
XR ABDOMEN 3 OR MORE VIEWS,415.0,xr abdomen 3 or more views
XR ABDOMEN COMPLETE ACUTE SERIES 2+ VIEW,535.0,xr abdomen complete acute series 2+ view
XR AC JOINTS BILATERAL,300.0,xr ac joints bilateral
XR ANKLE 2 VIEWS,250.0,xr ankle 2 views
XR ANKLE COMPLETE MIN 3 VIEWS,315.0,xr ankle complete min 3 views
XR CALCANEUS MIN 2 VIEWS,250.0,xr calcaneus min 2 views
XR CERVICAL SPINE 2 OR 3 VIEWS,345.0,xr cervical spine 2 or 3 views
XR CERVICAL SPINE 4 OR 5 VIEWS,530.0,xr cervical spine 4 or 5 views
XR CERVICAL SPINE 6 OR MORE VIEWS,520.0,xr cervical spine 6 or more views
XR CHEST 2 VIEWS,370.0,xr chest 2 views
XR CHEST SINGLE VIEW,285.0,xr chest single view
XR CHEST; 3 VIEWS,385.0,xr chest; 3 views
XR CHOLANGIOGRAM INTRAOPERATIVE,720.0,xr cholangiogram intraoperative
XR CLAVICLE COMPLETE,305.0,xr clavicle complete
XR ELBOW COMPLETE,340.0,xr elbow complete
XR ELBOW TWO VIEWS,275.0,xr elbow two views
XR FACIAL BONES COMPLETE,445.0,xr facial bones complete
XR FACIAL BONES LESS THAN 3 VIEWS,290.0,xr facial bones less than 3 views
XR FEMUR 1 VIEW,255.0,xr femur 1 view
XR FEMUR 2 VIEWS,350.0,xr femur 2 views
XR FINGER MINIMUM TWO VIEWS,240.0,xr finger minimum two views
XR FOOT COMPLETE 3 VIEWS,350.0,xr foot complete 3 views
XR FOOT TWO VIEWS,250.0,xr foot two views
XR FOREARM TWO VIEWS,290.0,xr forearm two views
XR HAND MINIMUM 3 VIEWS,320.0,xr hand minimum 3 views
XR HAND TWO VIEWS,265.0,xr hand two views
XR HIP BILATERAL 2 VIEWS,490.0,xr hip bilateral 2 views
XR HIP BILATERAL 3-4 VIEWS,535.0,xr hip bilateral 3-4 views
XR HIP BILATERAL 5 PLUS VIEWS EA HIP,335.0,xr hip bilateral 5 plus views ea hip
XR HIP UNILATERAL W/PELVIS 1 VIEW,275.0,xr hip unilateral w/pelvis 1 view
XR HIP UNILATERAL W/PELVIS 2-3 VIEWS,350.0,xr hip unilateral w/pelvis 2-3 views
XR HIP UNILATERAL W/PELVIS 4 VIEWS,375.0,xr hip unilateral w/pelvis 4 views
XR HUMERUS MIN 2 VIEWS,325.0,xr humerus min 2 views
XR KNEE 1-2 VIEWS,305.0,xr knee 1-2 views
XR KNEE 3 VIEWS,360.0,xr knee 3 views
XR KNEE BILATERAL STANDING,235.0,xr knee bilateral standing
XR KNEE COMPLETE 4+ VIEWS,370.0,xr knee complete 4+ views
XR LOWER EXTREMITY INFANT TWO VIEWS,220.0,xr lower extremity infant two views
XR LUMBAR W/ BENDING VIEWS MIN 6,650.0,xr lumbar w/ bending views min 6
XR LUMBOSACRAL SPINE 2 OR 3 VIEWS,440.0,xr lumbosacral spine 2 or 3 views
XR LUMBOSACRAL SPINE MIN 4 VIEWS,545.0,xr lumbosacral spine min 4 views
XR NASAL BONES 3 VIEWS,340.0,xr nasal bones 3 views
XR NECK SOFT TISSUE,310.0,xr neck soft tissue
XR PELVIS 1 OR 2 VIEWS,305.0,xr pelvis 1 or 2 views
XR PELVIS COMPLETE 3 VIEWS,365.0,xr pelvis complete 3 views
